qe_emoj,pe_emoj
140,0.999981789820833
141,0.9999818606775612
142,0.9999823425033135
143,0.9999825125594614
144,0.9999827251296463
145,0.9999827818150289
146,0.9999828951857941
147,0.9999829518711767
148,0.9999830368992506
149,0.9999833628402007
150,0.9999834195255833
151,0.9999834620396203
152,0.9999835187250029
153,0.9999835612390399
154,0.9999837029524964
155,0.9999838163232616
156,0.9999839296940269
157,0.9999839438653726
158,0.9999840005507552
159,0.9999840430647922
160,0.99998421312094
161,0.9999842272922856
162,0.999984666604001
163,0.9999846807753466
164,0.9999847516320749
165,0.9999847941461119
166,0.9999848366601488
167,0.9999848650028401
168,0.9999850067162968
170,0.999985077573025
171,0.9999852334578272
172,0.9999852759718642
173,0.9999853184859011
174,0.9999853609999381
175,0.9999857011122338
176,0.9999857719689621
177,0.9999858286543447
178,0.9999858428256904
179,0.9999858853397273
180,0.9999860837385665
181,0.9999861120812578
182,0.9999862537947144
183,0.9999862821374057
184,0.9999863246514427
185,0.9999863388227883
186,0.9999863813368253
188,0.9999864521935535
189,0.9999865230502818
190,0.9999865513929731
191,0.9999865655643188
192,0.999986721449121
193,0.9999867356204667
194,0.999986763963158
196,0.9999868348198863
197,0.9999868631625776
198,0.9999869481906515
199,0.9999869765333428
200,0.9999870757327624
201,0.9999871040754537
202,0.9999871182467993
203,0.999987132418145
204,0.9999871749321819
205,0.9999871891035276
206,0.9999872316175645
207,0.9999872457889102
209,0.9999872883029473
210,0.9999873875023668
211,0.9999874158450581
213,0.9999874441877494
214,0.9999874583590951
215,0.9999874725304407
216,0.9999875717298603
217,0.9999876000725516
218,0.9999876142438973
219,0.9999876425865886
220,0.9999877134433168
221,0.9999878976708104
222,0.9999879118421561
223,0.9999879401848474
224,0.9999880110415756
225,0.9999880677269583
226,0.9999880818983039
227,0.9999880960696496
228,0.9999881244123409
229,0.9999881385836865
230,0.9999881669263778
231,0.9999882094404148
232,0.9999882236117604
234,0.9999882519544517
236,0.9999882661257974
238,0.9999882944684887
240,0.9999883936679084
241,0.9999884220105997
242,0.9999890172071172
243,0.9999890455498085
244,0.9999890738924998
245,0.9999891447492281
246,0.9999891589205737
248,0.999989187263265
249,0.9999892156059563
250,0.999989229777302
251,0.9999892439486476
252,0.9999893006340302
253,0.9999893289767215
256,0.9999893856621042
257,0.9999894140047955
259,0.9999894281761411
260,0.9999894423474868
261,0.9999894990328694
262,0.9999895273755608
264,0.9999901650861153
265,0.9999902076001522
266,0.9999904059989914
270,0.9999904343416827
272,0.9999904910270653
273,0.9999905051984109
274,0.9999905193697566
275,0.9999905335411022
276,0.9999905760551392
278,0.9999905902264848
279,0.9999906043978305
280,0.9999907035972502
282,0.9999907177685958
285,0.9999907319399415
286,0.9999907602826328
287,0.9999907886253241
288,0.999990831139361
289,0.9999908453107067
292,0.9999909303387806
293,0.9999909445101263
294,0.9999909586814719
295,0.9999909728528176
296,0.9999910153668545
297,0.9999912137656937
298,0.9999912421083851
300,0.9999912704510764
301,0.999991284622422
305,0.9999912987937677
306,0.9999913129651133
307,0.999991327136459
309,0.9999913413078046
310,0.9999913554791503
312,0.999991369650496
315,0.9999915255352981
316,0.9999915822206807
318,0.9999915963920264
320,0.999991610563372
321,0.9999916247347177
322,0.9999916389060634
324,0.999991653077409
325,0.9999916814201003
327,0.999991695591446
328,0.9999917239341373
329,0.9999917381054829
330,0.9999917664481742
331,0.9999917806195199
332,0.9999917947908656
336,0.9999918089622113
338,0.999991823133557
340,0.9999918514762483
341,0.9999918656475939
342,0.9999918939902852
344,0.9999919081616309
345,0.9999919223329765
346,0.9999919365043222
347,0.9999919506756678
352,0.9999919931897048
354,0.9999920073610504
359,0.9999920215323961
360,0.999992149074507
361,0.9999921774171983
363,0.9999921915885439
364,0.9999922057598896
366,0.9999922199312352
370,0.9999922341025809
372,0.9999922624452722
373,0.9999922766166178
374,0.9999922907879635
375,0.9999923049593091
376,0.9999923474733461
379,0.9999923758160375
381,0.9999923899873832
384,0.9999924750154571
385,0.9999924891868027
387,0.9999925033581484
388,0.999992517529494
390,0.999992560043531
391,0.9999925883862223
396,0.9999926734142962
399,0.9999927017569875
400,0.9999927300996788
403,0.9999927442710245
405,0.9999928009564071
406,0.9999928292990984
407,0.9999928718131353
408,0.9999929001558266
415,0.9999929143271723
416,0.9999929284985181
418,0.999992971012555
419,0.999993013526592
420,0.9999930276979376
421,0.9999930418692833
423,0.9999930702119746
428,0.9999930843833202
429,0.9999931127260115
430,0.9999931268973572
431,0.9999931410687029
432,0.9999931694113942
434,0.9999931835827398
435,0.9999931977540855
437,0.9999932119254311
438,0.9999932402681224
440,0.9999932827821594
446,0.999993339467542
447,0.9999933536388876
448,0.9999934103242702
450,0.9999934528383072
451,0.9999934670096529
452,0.9999934811809985
458,0.9999934953523443
462,0.9999935095236899
463,0.9999935236950356
464,0.9999935378663812
465,0.9999935520377269
467,0.9999935662090725
472,0.9999935945517638
474,0.9999936370658008
476,0.9999936512371465
480,0.9999937362652204
488,0.999993750436566
489,0.9999937646079117
490,0.999993792950603
494,0.9999938071219486
496,0.9999938212932943
500,0.9999938496359856
501,0.9999938638073312
504,0.9999938921500225
505,0.9999939063213682
509,0.9999939204927139
510,0.9999939346640595
512,0.9999939913494421
516,0.9999940196921334
520,0.9999940905488618
521,0.9999941047202074
522,0.9999941188915531
524,0.9999941330628987
528,0.9999943031190466
529,0.9999943172903922
530,0.9999943314617379
535,0.9999943456330835
536,0.9999943598044292
537,0.9999943739757748
540,0.9999944448325031
543,0.9999944590038488
547,0.9999944731751944
556,0.9999944873465401
558,0.9999945015178857
560,0.9999945156892314
562,0.9999945440319227
572,0.9999945582032683
576,0.9999945865459596
584,0.9999946432313424
586,0.999994657402688
588,0.999994699916725
594,0.9999947140880706
596,0.9999947282594163
600,0.9999947707734532
601,0.9999947849447989
602,0.9999947991161445
604,0.9999948274588358
608,0.9999948416301815
615,0.9999948699728728
616,0.9999948841442184
622,0.9999948983155641
624,0.9999949266582554
630,0.9999949550009467
632,0.9999949691722924
636,0.9999950116863293
637,0.999995025857675
640,0.9999950400290206
648,0.9999950825430576
649,0.9999950967144032
653,0.9999951108857489
660,0.9999951533997858
671,0.9999951817424771
672,0.9999951959138229
675,0.9999952100851686
680,0.9999952242565142
683,0.9999952384278599
690,0.9999952525992055
692,0.9999952667705512
697,0.9999952809418968
700,0.9999952951132425
704,0.9999953092845881
720,0.9999953376272794
738,0.9999953517986251
742,0.9999953659699707
744,0.999995394312662
746,0.9999954084840077
748,0.9999954226553533
750,0.999995436826699
756,0.9999954651693903
760,0.999995479340736
767,0.9999954935120816
768,0.9999955785401555
769,0.9999955927115012
770,0.9999956068828468
774,0.9999956210541925
779,0.9999956352255381
780,0.9999956493968838
788,0.9999956777395751
789,0.9999956919109207
792,0.9999957060822664
793,0.999995720253612
797,0.9999957344249577
800,0.9999957911103404
801,0.9999958052816861
811,0.9999958194530317
816,0.9999958336243774
825,0.9999958619670687
830,0.9999958761384143
833,0.99999589030976
835,0.9999959186524513
836,0.9999960178518709
837,0.9999960320232165
840,0.9999960461945622
855,0.9999960603659078
864,0.99999621625071
865,0.9999962304220557
879,0.9999962445934013
888,0.999996258764747
891,0.9999962729360926
895,0.9999962871074383
902,0.9999963012787839
928,0.9999963154501296
936,0.9999963721355123
948,0.9999964004782036
968,0.9999964429922406
975,0.9999964855062775
984,0.9999966555624253
987,0.999996669733771
1000,0.9999967264191536
1002,0.9999967547618449
1008,0.9999968114472275
1010,0.9999968256185732
1024,0.9999968823039558
1053,0.9999968964753015
1056,0.9999969106466472
1072,0.9999969248179928
1074,0.9999969389893385
1078,0.9999969531606842
1080,0.9999969673320298
1089,0.9999969815033755
1092,0.9999969956747211
1095,0.9999970240174124
1103,0.9999970381887581
1120,0.9999970523601037
1124,0.999997080702795
1125,0.9999970948741407
1128,0.9999971090454863
1134,0.999997123216832
1152,0.9999971515595233
1155,0.9999971657308689
1192,0.9999971799022146
1200,0.9999971940735602
1202,0.9999972224162516
1221,0.9999972507589429
1232,0.9999972649302885
1248,0.9999972791016342
1253,0.9999972932729798
1272,0.9999973074443255
1278,0.9999973216156711
1280,0.9999973357870168
1298,0.9999973499583624
1302,0.9999973641297081
1312,0.9999973783010537
1320,0.9999974208150907
1326,0.9999974349864363
1344,0.9999974633291278
1346,0.9999974775004734
1349,0.9999975058431647
1350,0.999997534185856
1364,0.9999975483572017
1365,0.9999975625285473
1418,0.999997576699893
1440,0.9999976050425843
1447,0.9999976192139299
1456,0.9999976333852756
1474,0.9999976475566212
1479,0.9999976617279669
1488,0.9999976900706582
1494,0.9999977042420038
1496,0.9999977184133495
1521,0.9999977325846952
1568,0.9999977467560408
1576,0.9999977609273865
1595,0.9999977750987321
1596,0.9999977892700778
1632,0.9999978034414234
1635,0.9999978317841147
1655,0.9999978459554604
1680,0.9999978742981517
1681,0.9999978884694973
1721,0.9999979168121886
1728,0.9999979309835343
1782,0.9999979451548799
1792,0.9999979734975712
1800,0.9999980018402626
1807,0.9999980443542996
1826,0.9999981010396822
1956,0.9999981152110279
1960,0.9999981435537192
1984,0.9999981577250648
1988,0.9999981718964105
2016,0.9999982002391018
2048,0.9999982144104475
2050,0.9999983419525583
2088,0.999998356123904
2090,0.9999983702952496
2160,0.9999984128092866
2184,0.9999984269806322
2193,0.9999984411519779
2280,0.9999984553233235
2290,0.9999984694946692
2304,0.9999984836660148
2368,0.9999984978373605
2442,0.9999985120087062
2457,0.9999985403513975
2592,0.9999985545227431
2639,0.9999985686940888
2688,0.9999985828654344
2700,0.9999985970367802
2732,0.9999986112081258
2750,0.9999986253794715
2880,0.9999986395508171
2926,0.9999986537221628
2981,0.9999986678935084
3024,0.9999986820648541
3070,0.9999986962361997
3150,0.9999987104075454
3168,0.999998724578891
3234,0.9999987387502367
3240,0.9999987529215824
3264,0.999998767092928
3435,0.9999987812642737
3465,0.999998809606965
3500,0.9999988237783106
3751,0.9999988379496563
3792,0.9999988662923476
4000,0.9999988946350389
4035,0.9999989088063845
4095,0.9999989513204215
4096,0.9999989796631128
4290,0.9999989938344584
4390,0.9999990080058041
4693,0.9999990221771498
4704,0.9999990505198411
4818,0.9999990788625324
4836,0.999999093033878
4840,0.9999991072052237
4896,0.9999991213765693
5417,0.999999135547915
6208,0.9999991497192606
6336,0.9999991638906064
6400,0.999999178061952
6467,0.9999991922332977
6480,0.9999992064046433
6760,0.999999220575989
6880,0.9999992347473347
6923,0.9999992489186803
7326,0.9999993056040629
7360,0.9999993197754086
7371,0.9999993339467542
7917,0.9999993481180999
8192,0.9999993622894455
8991,0.9999994473175194
9000,0.999999504002902
9408,0.9999995323455934
10400,0.9999995606882847
12749,0.999999589030976
13168,0.9999996032023216
13199,0.9999996173736673
15360,0.9999996315450129
16200,0.9999997732584696
20398,0.9999997874298152
20800,0.9999998157725065
28224,0.9999998299438522
38720,0.9999998441151978
41600,0.999999957485963
43120,0.9999999716573087
60480,0.9999999858286543
65536,1.0
